WorldID,LevelID,AreaID,EnemyIDs,AttemptTicketCost,MaxDecks,Reward,AvatarReward,NewPlayerReward,MaxAttacks,HasArmor,TitanCount,AreaBonuses,EnemyBonuses,EnchantedArmour,BaseHP,TotalHP,Equiv. HP,Custom Mod
15,1,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCard:3,,,3,TRUE,1,1,1,0,3.04E+06,3.04E+06,5.97E+06,
15,2,Area2,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCardCurrency:20,,,3,TRUE,1,1,1,0,3.11E+06,3.11E+06,6.09E+06,
15,3,Area3,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCard:4,,,3,TRUE,1,1,1,0,3.17E+06,3.17E+06,6.22E+06,
15,4,Area4,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCardCurrency:25,,,3,TRUE,1,1,1,0,3.64E+06,3.64E+06,7.14E+06,
15,5,AreaSpecial1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:1,,,3,TRUE,1,1,1,0,4.04E+06,4.04E+06,7.93E+06,
15,6,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,Equipment:1,,,3,TRUE,1,1,1,0,4.13E+06,4.13E+06,8.10E+06,
15,7,Area2,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:2,,,3,TRUE,1,1,1,0,4.22E+06,4.22E+06,8.27E+06,
15,8,Area3,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,Equipment:2,,,3,TRUE,1,1,1,0,4.30E+06,4.30E+06,8.44E+06,
15,9,Area4,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:3,,,3,TRUE,1,1,1,0,4.39E+06,4.39E+06,8.60E+06,
15,10,AreaSpecial1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,"SkillPoint:1,EquipmentShards:10",,,3,TRUE,1,1,1,1,4.34E+06,4.34E+06,8.77E+06,
16,1,Area1,"Enemy2,Enemy5,Enemy8",1,8,RaidCard:3,,,3,FALSE,1,1,1,0,6.75E+06,6.75E+06,6.61E+06,
16,2,Area3,"Enemy2,Enemy5,Enemy8",1,8,RaidCardCurrency:20,,,3,FALSE,1,1,1,0,6.88E+06,6.88E+06,6.75E+06,
16,3,Area4,"Enemy2,Enemy5,Enemy8",1,8,RaidCard:4,,,3,FALSE,1,1,1,0,7.02E+06,7.02E+06,6.88E+06,
16,4,Area2,"Enemy2,Enemy5,Enemy8",1,8,RaidCardCurrency:25,,,3,FALSE,1,1,1,0,8.05E+06,8.05E+06,7.90E+06,
16,5,Area1,"Enemy2,Enemy5,Enemy8",1,8,PetsLvl1:1,,,3,FALSE,1,1,1,0,8.95E+06,8.95E+06,8.77E+06,
16,6,Area3,"Enemy2,Enemy5,Enemy8",1,8,Equipment:1,,,3,FALSE,1,1,1,0,9.12E+06,9.12E+06,8.94E+06,
16,7,Area4,"Enemy2,Enemy5,Enemy8",1,8,PetsLvl1:2,,,3,FALSE,1,1,1,0,9.30E+06,9.30E+06,9.12E+06,
16,8,Area2,"Enemy2,Enemy5,Enemy8",1,8,Equipment:2,,,3,FALSE,1,1,1,0,9.48E+06,9.48E+06,9.29E+06,
16,9,Area4,"Enemy2,Enemy5,Enemy8",1,8,PetsLvl1:3,,,3,FALSE,1,1,1,0,9.65E+06,9.65E+06,9.46E+06,
16,10,Area3,"Enemy2,Enemy5,Enemy8",1,8,"SkillPoint:1,EquipmentShards:10",,,3,FALSE,1,1,1,0,9.83E+06,9.83E+06,9.63E+06,
17,1,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCard:3,,,3,TRUE,1,1,1,0,3.72E+06,3.72E+06,7.29E+06,
17,2,Area2,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCardCurrency:20,,,3,TRUE,1,1,1,0,3.79E+06,3.79E+06,7.43E+06,
17,3,Area3,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCard:4,,,3,TRUE,1,1,1,0,3.86E+06,3.86E+06,7.57E+06,
17,4,Area4,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCardCurrency:25,,,3,TRUE,1,1,1,0,4.42E+06,4.42E+06,8.67E+06,
17,5,AreaSpecial1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:1,,,3,TRUE,1,1,1,0,4.91E+06,4.91E+06,9.63E+06,
17,6,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,Equipment:1,,,3,TRUE,1,1,1,0,4.99E+06,4.99E+06,9.79E+06,
17,7,Area2,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:2,,,3,TRUE,1,1,1,0,5.08E+06,5.08E+06,9.95E+06,
17,8,Area3,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,Equipment:2,,,3,TRUE,1,1,1,0,5.16E+06,5.16E+06,1.01E+07,
17,9,Area4,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:3,,,3,TRUE,1,1,1,0,5.24E+06,5.24E+06,1.03E+07,
17,10,AreaSpecial1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,"SkillPoint:1,EquipmentShards:10",,,3,TRUE,1,1,1,0,5.32E+06,5.32E+06,1.04E+07,
18,1,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6",1,8,RaidCard:3,,,3,TRUE,1,0,0,0,3.98E+06,3.98E+06,7.96E+06,
18,2,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6",1,8,RaidCardCurrency:20,,,3,TRUE,1,0,0,0,4.04E+06,4.04E+06,8.09E+06,
18,3,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6",1,8,RaidCard:4,,,3,TRUE,1,0,0,0,4.11E+06,4.11E+06,8.22E+06,
18,4,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6",1,8,RaidCardCurrency:25,,,3,TRUE,1,0,0,0,4.69E+06,4.69E+06,9.39E+06,
18,5,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6",1,8,PetsLvl1:1,,,3,TRUE,1,0,0,0,5.22E+06,5.22E+06,1.04E+07,
18,6,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6",1,8,Equipment:1,,,3,TRUE,1,0,0,0,5.30E+06,5.30E+06,1.06E+07,
18,7,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6",1,8,PetsLvl1:2,,,3,TRUE,1,0,0,0,5.38E+06,5.38E+06,1.08E+07,
18,8,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6",1,8,Equipment:2,,,3,TRUE,1,0,0,0,5.46E+06,5.46E+06,1.09E+07,
18,9,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6",1,8,PetsLvl1:3,,,3,TRUE,1,0,0,0,5.55E+06,5.55E+06,1.11E+07,
18,10,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6",1,8,"SkillPoint:1,EquipmentShards:10",,,3,TRUE,1,0,0,0,5.63E+06,5.63E+06,1.13E+07,
19,1,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCard:3,,,3,TRUE,1,1,1,0,4.39E+06,4.39E+06,8.61E+06,
19,2,Area2,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCardCurrency:20,,,3,TRUE,1,1,1,0,4.46E+06,4.46E+06,8.74E+06,
19,3,Area3,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCard:4,,,3,TRUE,1,1,1,0,4.52E+06,4.52E+06,8.87E+06,
19,4,Area4,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCardCurrency:25,,,3,TRUE,1,1,1,0,5.17E+06,5.17E+06,1.01E+07,
19,5,AreaSpecial1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:1,,,3,TRUE,1,1,1,0,5.74E+06,5.74E+06,1.13E+07,
19,6,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,Equipment:1,,,3,TRUE,1,1,1,0,5.83E+06,5.83E+06,1.14E+07,
19,7,Area2,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:2,,,3,TRUE,1,1,1,0,5.91E+06,5.91E+06,1.16E+07,
19,8,Area3,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,Equipment:2,,,3,TRUE,1,1,1,0,6.00E+06,6.00E+06,1.18E+07,
19,9,Area4,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:3,,,3,TRUE,1,1,1,0,6.09E+06,6.09E+06,1.19E+07,
19,10,AreaSpecial1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,"SkillPoint:1,EquipmentShards:10",,,3,TRUE,1,1,1,0,6.17E+06,6.17E+06,1.21E+07,
20,1,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCard:3,,,3,TRUE,1,1,1,0,4.73E+06,4.73E+06,9.28E+06,
20,2,Area2,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCardCurrency:20,,,3,TRUE,1,1,1,0,4.80E+06,4.80E+06,9.41E+06,
20,3,Area3,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCard:4,,,3,TRUE,1,1,1,0,4.87E+06,4.87E+06,9.55E+06,
20,4,Area4,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCardCurrency:25,,,3,TRUE,1,1,1,0,5.56E+06,5.56E+06,1.09E+07,
20,5,AreaSpecial1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:1,,,3,TRUE,1,1,1,0,6.17E+06,6.17E+06,1.21E+07,
20,6,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,Equipment:1,,,3,TRUE,1,1,1,0,6.26E+06,6.26E+06,1.23E+07,
20,7,Area2,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:2,,,3,TRUE,1,1,1,0,6.35E+06,6.35E+06,1.25E+07,
20,8,Area3,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,Equipment:2,,,3,TRUE,1,1,1,0,6.44E+06,6.44E+06,1.26E+07,
20,9,Area4,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:3,,,3,TRUE,1,1,1,0,6.53E+06,6.53E+06,1.28E+07,
20,10,AreaSpecial1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,"SkillPoint:1,EquipmentShards:10",SoloRaidWorld2,,3,TRUE,1,1,1,1,6.42E+06,6.42E+06,1.30E+07,
21,1,Area1,"Enemy2,Enemy5,Enemy8",1,8,RaidCard:3,,,3,FALSE,1,1,1,0,1.02E+07,1.02E+07,9.96E+06,
21,2,Area3,"Enemy2,Enemy5,Enemy8",1,8,RaidCardCurrency:20,,,3,FALSE,1,1,1,0,1.03E+07,1.03E+07,1.01E+07,
21,3,Area4,"Enemy2,Enemy5,Enemy8",1,8,RaidCard:4,,,3,FALSE,1,1,1,0,1.04E+07,1.04E+07,1.02E+07,
21,4,Area2,"Enemy2,Enemy5,Enemy8",1,8,RaidCardCurrency:25,,,3,FALSE,1,1,1,0,1.19E+07,1.19E+07,1.17E+07,
21,5,Area1,"Enemy2,Enemy5,Enemy8",1,8,PetsLvl1:1,,,3,FALSE,1,1,1,0,1.32E+07,1.32E+07,1.30E+07,
21,6,Area3,"Enemy2,Enemy5,Enemy8",1,8,Equipment:1,,,3,FALSE,1,1,1,0,1.34E+07,1.34E+07,1.32E+07,
21,7,Area4,"Enemy2,Enemy5,Enemy8",1,8,PetsLvl1:2,,,3,FALSE,1,1,1,0,1.36E+07,1.36E+07,1.33E+07,
21,8,Area2,"Enemy2,Enemy5,Enemy8",1,8,Equipment:2,,,3,FALSE,1,1,1,0,1.38E+07,1.38E+07,1.35E+07,
21,9,Area4,"Enemy2,Enemy5,Enemy8",1,8,PetsLvl1:3,,,3,FALSE,1,1,1,0,1.40E+07,1.40E+07,1.37E+07,
21,10,Area3,"Enemy2,Enemy5,Enemy8",1,8,"SkillPoint:1,EquipmentShards:10",,,3,FALSE,1,1,1,0,1.41E+07,1.41E+07,1.39E+07,
22,1,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCard:3,,,3,TRUE,1,1,1,0,5.44E+06,5.44E+06,1.07E+07,
22,2,Area2,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCardCurrency:20,,,3,TRUE,1,1,1,0,5.51E+06,5.51E+06,1.08E+07,
22,3,Area3,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCard:4,,,3,TRUE,1,1,1,0,5.58E+06,5.58E+06,1.09E+07,
22,4,Area4,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCardCurrency:25,,,3,TRUE,1,1,1,0,6.36E+06,6.36E+06,1.25E+07,
22,5,AreaSpecial1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:1,,,3,TRUE,1,1,1,0,7.07E+06,7.07E+06,1.39E+07,
22,6,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,Equipment:1,,,3,TRUE,1,1,1,0,7.16E+06,7.16E+06,1.40E+07,
22,7,Area2,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:2,,,3,TRUE,1,1,1,0,7.26E+06,7.26E+06,1.42E+07,
22,8,Area3,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,Equipment:2,,,3,TRUE,1,1,1,0,7.35E+06,7.35E+06,1.44E+07,
22,9,Area4,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:3,,,3,TRUE,1,1,1,0,7.44E+06,7.44E+06,1.46E+07,
22,10,AreaSpecial1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,"SkillPoint:1,EquipmentShards:10",,,3,TRUE,1,1,1,0,7.53E+06,7.53E+06,1.48E+07,
23,1,Area4,"Enemy3,Enemy4,Enemy6,Enemy7,Enemy8",1,8,RaidCard:3,,,3,TRUE,1,0,0,0,5.69E+06,5.69E+06,1.14E+07,
23,2,Area4,"Enemy3,Enemy4,Enemy6,Enemy7,Enemy8",1,8,RaidCardCurrency:20,,,3,TRUE,1,0,0,0,5.76E+06,5.76E+06,1.15E+07,
23,3,Area4,"Enemy3,Enemy4,Enemy6,Enemy7,Enemy8",1,8,RaidCard:4,,,3,TRUE,1,0,0,0,5.84E+06,5.84E+06,1.17E+07,
23,4,Area4,"Enemy3,Enemy4,Enemy6,Enemy7,Enemy8",1,8,RaidCardCurrency:25,,,3,TRUE,1,0,0,0,6.65E+06,6.65E+06,1.33E+07,
23,5,Area4,"Enemy3,Enemy4,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:1,,,3,TRUE,1,0,0,0,7.39E+06,7.39E+06,1.48E+07,
23,6,Area4,"Enemy3,Enemy4,Enemy6,Enemy7,Enemy8",1,8,Equipment:1,,,3,TRUE,1,0,0,0,7.48E+06,7.48E+06,1.50E+07,
23,7,Area4,"Enemy3,Enemy4,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:2,,,3,TRUE,1,0,0,0,7.57E+06,7.57E+06,1.51E+07,
23,8,Area4,"Enemy3,Enemy4,Enemy6,Enemy7,Enemy8",1,8,Equipment:2,,,3,TRUE,1,0,0,0,7.66E+06,7.66E+06,1.53E+07,
23,9,Area4,"Enemy3,Enemy4,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:3,,,3,TRUE,1,0,0,0,7.76E+06,7.76E+06,1.55E+07,
23,10,Area4,"Enemy3,Enemy4,Enemy6,Enemy7,Enemy8",1,8,"SkillPoint:1,EquipmentShards:10",,,3,TRUE,1,0,0,0,7.85E+06,7.85E+06,1.57E+07,
24,1,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCard:3,,,3,TRUE,1,1,1,0,6.18E+06,6.18E+06,1.21E+07,
24,2,Area2,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCardCurrency:20,,,3,TRUE,1,1,1,0,6.25E+06,6.25E+06,1.23E+07,
24,3,Area3,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCard:4,,,3,TRUE,1,1,1,0,6.33E+06,6.33E+06,1.24E+07,
24,4,Area4,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCardCurrency:25,,,3,TRUE,1,1,1,0,7.20E+06,7.20E+06,1.41E+07,
24,5,AreaSpecial1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:1,,,3,TRUE,1,1,1,0,8.01E+06,8.01E+06,1.57E+07,
24,6,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,Equipment:1,,,3,TRUE,1,1,1,0,8.10E+06,8.10E+06,1.59E+07,
24,7,Area2,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:2,,,3,TRUE,1,1,1,0,8.20E+06,8.20E+06,1.61E+07,
24,8,Area3,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,Equipment:2,,,3,TRUE,1,1,1,0,8.29E+06,8.29E+06,1.63E+07,
24,9,Area4,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:3,,,3,TRUE,1,1,1,0,8.39E+06,8.39E+06,1.64E+07,
24,10,AreaSpecial1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,"SkillPoint:1,EquipmentShards:10",,,3,TRUE,1,1,1,0,8.48E+06,8.48E+06,1.66E+07,
25,1,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCard:3,,,3,TRUE,1,1,1,0,6.56E+06,6.56E+06,1.29E+07,
25,2,Area2,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCardCurrency:20,,,3,TRUE,1,1,1,0,6.63E+06,6.63E+06,1.30E+07,
25,3,Area3,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCard:4,,,3,TRUE,1,1,1,0,6.71E+06,6.71E+06,1.32E+07,
25,4,Area4,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCardCurrency:25,,,3,TRUE,1,1,1,0,7.63E+06,7.63E+06,1.50E+07,
25,5,AreaSpecial1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:1,,,3,TRUE,1,1,1,0,8.48E+06,8.48E+06,1.66E+07,
25,6,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,Equipment:1,,,3,TRUE,1,1,1,0,8.58E+06,8.58E+06,1.68E+07,
25,7,Area2,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:2,,,3,TRUE,1,1,1,0,8.67E+06,8.67E+06,1.70E+07,
25,8,Area3,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,Equipment:2,,,3,TRUE,1,1,1,0,8.77E+06,8.77E+06,1.72E+07,
25,9,Area4,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:3,,,3,TRUE,1,1,1,0,8.86E+06,8.86E+06,1.74E+07,
25,10,AreaSpecial1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,"SkillPoint:1,EquipmentShards:10",,,3,TRUE,1,1,1,1,8.69E+06,8.69E+06,1.76E+07,
26,1,Area1,"Enemy2,Enemy5,Enemy8",1,8,RaidCard:3,,,3,FALSE,1,1,1,0,1.39E+07,1.39E+07,1.36E+07,
26,2,Area3,"Enemy2,Enemy5,Enemy8",1,8,RaidCardCurrency:20,,,3,FALSE,1,1,1,0,1.40E+07,1.40E+07,1.38E+07,
26,3,Area4,"Enemy2,Enemy5,Enemy8",1,8,RaidCard:4,,,3,FALSE,1,1,1,0,1.42E+07,1.42E+07,1.39E+07,
26,4,Area2,"Enemy2,Enemy5,Enemy8",1,8,RaidCardCurrency:25,,,3,FALSE,1,1,1,0,1.61E+07,1.61E+07,1.58E+07,
26,5,Area1,"Enemy2,Enemy5,Enemy8",1,8,PetsLvl1:1,,,3,FALSE,1,1,1,0,1.79E+07,1.79E+07,1.76E+07,
26,6,Area3,"Enemy2,Enemy5,Enemy8",1,8,Equipment:1,,,3,FALSE,1,1,1,0,1.81E+07,1.81E+07,1.78E+07,
26,7,Area4,"Enemy2,Enemy5,Enemy8",1,8,PetsLvl1:2,,,3,FALSE,1,1,1,0,1.83E+07,1.83E+07,1.79E+07,
26,8,Area2,"Enemy2,Enemy5,Enemy8",1,8,Equipment:2,,,3,FALSE,1,1,1,0,1.85E+07,1.85E+07,1.81E+07,
26,9,Area4,"Enemy2,Enemy5,Enemy8",1,8,PetsLvl1:3,,,3,FALSE,1,1,1,0,1.87E+07,1.87E+07,1.83E+07,
26,10,Area3,"Enemy2,Enemy5,Enemy8",1,8,"SkillPoint:1,EquipmentShards:10",,,3,FALSE,1,1,1,0,1.89E+07,1.89E+07,1.85E+07,
27,1,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCard:3,,,3,TRUE,1,1,1,0,7.32E+06,7.32E+06,1.43E+07,
27,2,Area2,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCardCurrency:20,,,3,TRUE,1,1,1,0,7.39E+06,7.39E+06,1.45E+07,
27,3,Area3,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCard:4,,,3,TRUE,1,1,1,0,7.47E+06,7.47E+06,1.46E+07,
27,4,Area4,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,RaidCardCurrency:25,,,3,TRUE,1,1,1,0,8.49E+06,8.49E+06,1.66E+07,
27,5,AreaSpecial1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:1,,,3,TRUE,1,1,1,0,9.43E+06,9.43E+06,1.85E+07,
27,6,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,Equipment:1,,,3,TRUE,1,1,1,0,9.53E+06,9.53E+06,1.87E+07,
27,7,Area2,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:2,,,3,TRUE,1,1,1,0,9.62E+06,9.62E+06,1.89E+07,
27,8,Area3,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,Equipment:2,,,3,TRUE,1,1,1,0,9.71E+06,9.71E+06,1.90E+07,
27,9,Area4,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,PetsLvl1:3,,,3,TRUE,1,1,1,0,9.81E+06,9.81E+06,1.92E+07,
27,10,AreaSpecial1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6,Enemy7,Enemy8",1,8,"SkillPoint:1,EquipmentShards:10",,,3,TRUE,1,1,1,0,9.90E+06,9.90E+06,1.94E+07,
28,1,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6",1,8,RaidCard:3,,,3,TRUE,1,0,0,0,7.24E+06,7.24E+06,1.51E+07,-4%
28,2,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6",1,8,RaidCardCurrency:20,,,3,TRUE,1,0,0,0,7.31E+06,7.31E+06,1.52E+07,-4%
28,3,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6",1,8,RaidCard:4,,,3,TRUE,1,0,0,0,7.39E+06,7.39E+06,1.54E+07,-4%
28,4,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6",1,8,RaidCardCurrency:25,,,3,TRUE,1,0,0,0,8.39E+06,8.39E+06,1.75E+07,-4%
28,5,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6",1,8,PetsLvl1:1,,,3,TRUE,1,0,0,0,9.32E+06,9.32E+06,1.94E+07,-4%
28,6,Area1,"Enemy1,Enemy2,Enemy3,Enemy4,Enemy5,Enemy6",1,8,Equipment:1,,,3,TRUE,1,0,0,0,9.41E+06,9.41E+06,1.96E+07,-4%
